State,Atmosphere,Crash Datetime,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
South Dakota,Sleet,15-04-2011 09:59,1,Rural-Principal Arterial-Other,21,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,4,15,5
South Dakota,Dust Storm,15-04-2011 07:03,1,Rural-Principal Arterial-Other,56,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,4,15,5
Tennessee,Sleet,08-01-2011 09:09,1,Rural-Minor Collector,46,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,8,6
Tennessee,Cloudy,08-01-2011 05:51,1,Rural-Minor Collector,49,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,8,6
Tennessee,Dust Storm,08-01-2011 13:52,1,Rural-Minor Collector,51,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,8,6
Utah,Dust Storm,22-03-2011 23:57,1,Rural-Principal Arterial-Other,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,3,22,2
Vermont,Cloudy,01-06-2011 15:18,1,Urban-Minor Arterial,24,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,6,1,3
Vermont,Windy,01-06-2011 00:39,1,Urban-Minor Arterial,41,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,6,1,3
Virginia,Rain,03-01-2011 03:44,1,Rural-Minor Arterial,66,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,3,1
Washington,Thunderstorm,01-02-2011 03:36,1,Urban-Principal Arterial-Interstate,18,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,1,2
Washington,Snow,01-02-2011 07:34,1,Urban-Principal Arterial-Interstate,43,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,1,2
West Virginia,Rain,25-01-2011 01:57,1,Urban-Principal Arterial-Interstate,29,0.13,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,25,2
Wisconsin,Dust Storm,17-01-2011 14:27,1,Rural-Principal Arterial-Interstate,26,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,17,1
Wyoming,Hail,22-03-2011 03:01,1,Rural-Major Collector,47,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,3,22,2
Wyoming,Dust Storm,22-03-2011 08:21,1,Rural-Major Collector,60,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,3,22,2
Alabama,Cloudy,04-01-2011 19:24,1,Rural-Principal Arterial-Other,41,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,4,2
Alabama,Sleet,04-01-2011 10:16,1,Rural-Principal Arterial-Other,51,0.16,Pedestrian,Unknown,White,Male,Fatal Injury (K),2011,1,4,2
Arizona,Thunderstorm,20-01-2011 20:49,1,Rural-Principal Arterial-Interstate,9,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,20,4
Arizona,Snow,20-01-2011 02:14,1,Rural-Principal Arterial-Interstate,44,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,20,4
California,Hail,01-01-2011 14:56,1,Urban-Principal Arterial-Other Freeways or Expressways,61,,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,1,1,6
Connecticut,Hail,09-03-2011 21:02,1,Urban-Other Principal Arterial,34,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,3,9,3
Delaware,Cloudy,27-03-2011 03:54,1,Rural-Principal Arterial-Other,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,3,27,7
District of Columbia,Hail,02-08-2011 10:23,1,Urban-Local Road or Street,18,0,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,8,2,2
Georgia,Thunderstorm,07-01-2011 20:01,1,Rural-Major Collector,83,,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,7,5
Illinois,Thunderstorm,20-01-2011 07:00,1,Rural-Local Road or Street,22,0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,20,4
Illinois,Rain,20-01-2011 17:33,1,Rural-Local Road or Street,28,,Pedestrian,Not Reported,,Male,Incapacitating Injury (A),2011,1,20,4
Illinois,Clear,20-01-2011 01:07,1,Rural-Local Road or Street,29,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,20,4
Kentucky,Sleet,20-01-2011 12:12,1,Rural-Minor Arterial,46,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,20,4
Kentucky,Cloudy,20-01-2011 21:25,1,Rural-Minor Arterial,48,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,20,4
Louisiana,Hail,26-01-2011 00:02,1,Urban-Local Road or Street,40,0.25,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,26,3
Maine,Hail,18-03-2011 14:00,1,Rural-Local Road or Street,63,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,3,18,5
Massachusetts,Dust Storm,05-02-2011 15:08,1,Rural-Major Collector,19,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,5,6
Minnesota,Thunderstorm,03-02-2011 03:55,1,Rural-Minor Arterial,21,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,3,4
Minnesota,Fog,03-02-2011 15:51,1,Rural-Minor Arterial,23,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,3,4
Mississippi,Snow,14-01-2011 06:57,1,Rural-Major Collector,19,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,14,5
Mississippi,Fog,14-01-2011 22:12,1,Rural-Major Collector,20,0.2,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,1,14,5
Missouri,Thunderstorm,15-01-2011 11:15,1,Rural-Major Collector,17,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,15,6
Montana,Cloudy,23-03-2011 20:38,1,Rural-Principal Arterial-Interstate,16,0,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,3,23,3
Montana,Cloudy,23-03-2011 12:27,1,Rural-Principal Arterial-Interstate,57,,Passenger of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,3,23,3
Nebraska,Dust Storm,24-02-2011 01:04,1,Rural-Local Road or Street,54,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,24,4
Nevada,Clear,03-02-2011 21:56,1,Urban-Local Road or Street,54,0,Pedestrian,Yes,White,Male,Fatal Injury (K),2011,2,3,4
Nevada,Dust Storm,03-02-2011 08:03,1,Urban-Local Road or Street,85,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,3,4
New Hampshire,Clear,30-03-2011 17:27,1,Rural-Principal Arterial-Other,36,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,3,30,3
New Hampshire,Dust Storm,30-03-2011 07:29,1,Rural-Principal Arterial-Other,43,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,30,3
New Jersey,Rain,25-01-2011 18:38,1,Urban-Principal Arterial-Other Freeways or Expressways,51,0.12,Driver of a Motor Vehicle In-Transport,No,Asian Indian,Male,Fatal Injury (K),2011,1,25,2
New Mexico,Dust Storm,11-01-2011 17:18,1,Rural-Principal Arterial-Interstate,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,11,2
New Mexico,Fog,11-01-2011 03:02,1,Rural-Principal Arterial-Interstate,9,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,11,2
New Mexico,Rain,11-01-2011 21:26,1,Rural-Principal Arterial-Interstate,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,11,2
New Mexico,Clear,11-01-2011 13:54,1,Rural-Principal Arterial-Interstate,20,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,11,2
New York,Rain,24-01-2011 01:22,1,Urban-Other Principal Arterial,35,0,Pedestrian,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,24,1
Ohio,Sleet,14-01-2011 21:24,1,Rural-Principal Arterial-Other,27,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,14,5
Oregon,Hail,21-01-2011 17:54,1,Rural-Principal Arterial-Other,63,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,21,5
Pennsylvania,Fog,01-01-2011 07:53,1,Rural-Local Road or Street,26,0.06,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,1,6
Rhode Island,Clear,30-05-2011 14:43,2,Urban-Minor Arterial,68,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,30,1
Rhode Island,Cloudy,30-05-2011 08:02,2,Urban-Minor Arterial,73,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,5,30,1
South Carolina,Hail,24-01-2011 00:03,1,Rural-Minor Arterial,51,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,24,1
South Dakota,Windy,05-04-2011 08:49,1,Rural-Principal Arterial-Interstate,60,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,4,5,2
Tennessee,Clear,22-01-2011 07:27,1,Rural-Minor Arterial,13,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,22,6
Tennessee,Clear,22-01-2011 08:35,1,Rural-Minor Arterial,18,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,22,6
Utah,Sleet,06-01-2011 15:52,1,Urban-Local Road or Street,26,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,6,4
Vermont,Cloudy,22-06-2011 13:11,3,Urban-Local Road or Street,17,0.2,Passenger of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,6,22,3
Virginia,Hail,21-01-2011 02:29,1,Rural-Principal Arterial-Other,52,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,21,5
Washington,Thunderstorm,02-02-2011 05:57,1,Urban-Collector,17,0,Passenger of a Motor Vehicle In-Transport,Not Reported,Chinese,Female,Fatal Injury (K),2011,2,2,3
Wyoming,Rain,21-03-2011 13:54,1,Rural-Minor Collector,38,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,21,1
Alabama,Clear,07-01-2011 18:58,1,Rural-Principal Arterial-Interstate,26,,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,7,5
Alabama,Cloudy,07-01-2011 17:24,1,Rural-Principal Arterial-Interstate,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,7,5
Alaska,Windy,07-05-2011 11:16,1,Rural-Major Collector,40,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,5,7,6
Arkansas,Sleet,16-01-2011 14:39,1,Urban-Other Principal Arterial,61,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,16,7
Colorado,Hail,22-01-2011 13:24,1,Urban-Other Principal Arterial,34,,Pedestrian,No,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6
Connecticut,Sleet,27-03-2011 15:02,1,Urban-Principal Arterial-Interstate,54,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,27,7
Connecticut,Fog,27-03-2011 16:21,1,Urban-Principal Arterial-Interstate,58,0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,3,27,7
Delaware,Hail,27-03-2011 14:18,1,Rural-Principal Arterial-Other,50,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,27,7
District of Columbia,Clear,12-08-2011 14:28,2,Urban-Local Road or Street,16,0.05,Driver of a Motor Vehicle In-Transport,Yes,Black,Female,Fatal Injury (K),2011,8,12,5
District of Columbia,Hail,12-08-2011 11:34,2,Urban-Local Road or Street,17,0,Passenger of a Motor Vehicle In-Transport,Yes,Black,Female,Fatal Injury (K),2011,8,12,5
Florida,Cloudy,09-01-2011 01:23,1,Rural-Local Road or Street,24,0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,9,7
Georgia,Sleet,08-01-2011 21:41,1,Rural-Major Collector,46,,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,8,6
Hawaii,Clear,10-03-2011 03:41,1,Rural-Minor Arterial,26,0.09,Driver of a Motor Vehicle In-Transport,Unknown,,Female,Possible Injury (C),2011,3,10,4
Idaho,Sleet,19-03-2011 13:04,1,Rural-Major Collector,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,19,6
Illinois,Thunderstorm,19-01-2011 08:01,1,Rural-Principal Arterial-Interstate,58,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,19,3
Indiana,Dust Storm,12-01-2011 04:44,1,Urban-Collector,68,0,Pedestrian,No,White,Male,Fatal Injury (K),2011,1,12,3
Indiana,Rain,12-01-2011 23:46,1,Urban-Collector,,,Driver of a Motor Vehicle In-Transport,Not Reported,,Not Reported,No Injury (O),2011,1,12,3
Iowa,Cloudy,29-01-2011 06:23,1,Urban-Local Road or Street,19,0.18,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,29,6
Kansas,Cloudy,23-01-2011 01:50,2,Rural-Major Collector,19,0.16,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,23,7
Kentucky,Dust Storm,20-01-2011 06:13,1,Rural-Major Collector,20,0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,20,4
Kentucky,Dust Storm,20-01-2011 04:32,1,Rural-Major Collector,22,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,20,4
Louisiana,Windy,26-01-2011 07:20,2,Urban-Other Principal Arterial,41,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,26,3
Maryland,Thunderstorm,21-01-2011 02:30,1,Rural-Minor Collector,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,21,5
Michigan,Snow,15-01-2011 21:34,2,Rural-Minor Arterial,41,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,15,6
Michigan,Cloudy,15-01-2011 13:07,2,Rural-Minor Arterial,50,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,15,6
Minnesota,Dust Storm,01-02-2011 22:34,1,Rural-Major Collector,18,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,1,2
Mississippi,Cloudy,17-01-2011 11:57,1,Rural-Principal Arterial-Other,27,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,17,1
Mississippi,Dust Storm,17-01-2011 09:01,1,Rural-Principal Arterial-Other,80,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,17,1
Missouri,Dust Storm,15-01-2011 02:17,1,Urban-Principal Arterial-Interstate,50,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,15,6
Nebraska,Sleet,24-02-2011 02:28,1,Rural-Principal Arterial-Interstate,39,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,24,4
Nebraska,Fog,24-02-2011 16:38,1,Rural-Principal Arterial-Interstate,51,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,24,4
New Hampshire,Windy,27-03-2011 22:25,1,Rural-Local Road or Street,24,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,27,7
New Jersey,Sleet,10-02-2011 07:14,1,Urban-Other Principal Arterial,36,0,Pedestrian,No,Asian Indian,Male,Fatal Injury (K),2011,2,10,4
New Jersey,Rain,10-02-2011 16:39,1,Urban-Other Principal Arterial,57,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,10,4
New Mexico,Dust Storm,03-02-2011 17:54,2,Rural-Principal Arterial-Other,43,0.35,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,3,4
New York,Hail,04-01-2011 09:29,1,Rural-Principal Arterial-Interstate,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,4,2
New York,Clear,04-01-2011 18:14,1,Rural-Principal Arterial-Interstate,61,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,4,2
North Carolina,Clear,13-01-2011 21:56,1,Rural-Local Road or Street,29,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,13,4
North Carolina,Fog,13-01-2011 22:15,1,Rural-Local Road or Street,69,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,13,4
North Dakota,Hail,18-04-2011 05:26,1,Rural-Major Collector,33,0.26,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,4,18,1
Ohio,Fog,15-01-2011 06:20,1,Rural-Local Road or Street,44,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,15,6
Oklahoma,Rain,21-01-2011 13:13,1,Rural-Principal Arterial-Other,52,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,21,5
Oregon,Cloudy,21-01-2011 23:18,1,Rural-Major Collector,33,0.16,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,21,5
Rhode Island,Dust Storm,02-06-2011 00:49,1,Urban-Other Principal Arterial,51,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,6,2,4
South Carolina,Dust Storm,25-01-2011 22:54,1,Urban-Other Principal Arterial,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,25,2
South Dakota,Hail,29-04-2011 20:11,1,Rural-Minor Arterial,21,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,4,29,5
South Dakota,Windy,29-04-2011 05:07,1,Rural-Minor Arterial,23,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,4,29,5
Tennessee,Rain,22-01-2011 02:01,1,Urban-Other Principal Arterial,28,0.32,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,22,6
Texas,Sleet,04-01-2011 04:31,1,Urban-Local Road or Street,52,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,4,2
Vermont,Cloudy,28-06-2011 01:21,1,Rural-Minor Arterial,47,0.12,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,28,2
West Virginia,Sleet,28-01-2011 08:08,1,Rural-Principal Arterial-Other,29,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,28,5
Wisconsin,Hail,06-01-2011 11:10,1,Rural-Principal Arterial-Other,65,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,6,4
Wyoming,Dust Storm,16-03-2011 00:00,1,Urban-Collector,37,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,16,3
Wyoming,Rain,16-03-2011 17:01,1,Urban-Collector,80,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,16,3
Alaska,Rain,09-05-2011 07:16,1,Rural-Principal Arterial-Other,52,0.16,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,5,9,1
Colorado,Rain,24-01-2011 21:16,2,Rural-Principal Arterial-Other,56,0.08,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,24,1
Colorado,Rain,24-01-2011 20:51,2,Rural-Principal Arterial-Other,69,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,24,1
Delaware,Dust Storm,15-04-2011 20:58,1,Urban-Local Road or Street,6,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,4,15,5
Delaware,Snow,15-04-2011 23:37,1,Urban-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,4,15,5
Delaware,Rain,15-04-2011 16:17,1,Urban-Local Road or Street,53,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,4,15,5
District of Columbia,Dust Storm,19-08-2011 21:48,1,Urban-Local Road or Street,45,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,8,19,5
District of Columbia,Clear,19-08-2011 05:21,1,Urban-Local Road or Street,65,0,Pedestrian,No,White,Male,Fatal Injury (K),2011,8,19,5
Georgia,Rain,08-01-2011 08:18,2,Rural-Minor Arterial,39,,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,8,6
Hawaii,Snow,13-03-2011 08:41,1,Urban-Other Principal Arterial,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,13,7
